conteudo_id,titulo,tipo,categoria,nivel,carga_horaria_min,data_publicacao,descricao,autor
761,Princípios Essenciais e Arquitetura de Data Lakehouse e Armazenamento Delta Lake,Artigo,Engenharia de Dados,Avançado,11,2025-04-11,"Artigo técnico detalhado que explora Data Lakehouse e Armazenamento Delta Lake sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Dr. Fernando Zanin Pacheco
762,Curso Completo de Estruturas de Dados e Algoritmos Eficientes: Da Teoria à Prática,Curso,Programação & Software,Intermediário,609,2024-12-04,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Estruturas de Dados e Algoritmos Eficientes. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Profa. Larissa Duarte Toledo
763,Tech Talk Ep. 8: Melhores Práticas em Prevenção contra Vazamentos e Segurança em APIs,Podcast,Segurança & Governança,Intermediário,77,2024-05-15,"Episódio enriquecedor com debates aprofundados sobre Prevenção contra Vazamentos e Segurança em APIs. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Eng. Bruno César Pires
764,Especialização em Governança e Ética em Sistemas de IA com Projetos Práticos,Curso,Inteligência Artificial,Avançado,1535,2026-06-24,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Governança e Ética em Sistemas de IA. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Eng. Thiago Pinheiro Borges
765,Construindo Aplicações Robustas com Arquitetura de Dados Resiliente e Tolerante a Falhas,Curso,Engenharia de Dados,Avançado,2361,2025-05-03,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Arquitetura de Dados Resiliente e Tolerante a Falhas. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Dra. Renata Figueiredo Melo
766,Como Obter Alta Performance Utilizando Processamento Distribuído com Apache Spark,Artigo,Engenharia de Dados,Avançado,19,2025-11-28,"Artigo técnico detalhado que explora Processamento Distribuído com Apache Spark sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Dr. André Luiz Carvalho
767,Deep Dive Ep. 88: Casos de Sucesso em Replicação e Tolerância a Falhas no PostgreSQL,Podcast,Banco de Dados,Avançado,65,2025-11-11,"Episódio enriquecedor com debates aprofundados sobre Replicação e Tolerância a Falhas no PostgreSQL. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Banco de Dados.",Dra. Camila Guimarães Rocha
768,Deep Dive Ep. 89: Casos de Sucesso em Modelos de Linguagem de Larga Escala (LLMs),Podcast,Inteligência Artificial,Intermediário,34,2024-09-24,"Episódio enriquecedor com debates aprofundados sobre Modelos de Linguagem de Larga Escala (LLMs). Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Eng. Patrícia Moreira Viana
769,Análise Prática e Demonstração de Particionamento e Alta Disponibilidade em Bancos,Vídeo,Banco de Dados,Avançado,120,2025-01-08,"Vídeo prático e objetivo apresentando a aplicação de Particionamento e Alta Disponibilidade em Bancos. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Dra. Juliana Martins Fontes
770,Estudo Técnico e Decisões de Arquitetura em Monitoramento com Prometheus e Grafana,Artigo,DevOps & Cloud,Intermediário,19,2026-01-29,"Artigo técnico detalhado que explora Monitoramento com Prometheus e Grafana sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Dr. André Luiz Carvalho
771,Como Obter Alta Performance Utilizando Governança de Dados para Aplicações de IA,Artigo,Segurança & Governança,Básico,20,2024-11-11,"Artigo técnico detalhado que explora Governança de Dados para Aplicações de IA sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Dr. Fernando Zanin Pacheco
772,Estudo Técnico e Decisões de Arquitetura em Arquitetura RAG e Recuperação Semântica,Artigo,Inteligência Artificial,Avançado,17,2024-03-30,"Artigo técnico detalhado que explora Arquitetura RAG e Recuperação Semântica sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Prof. Gabriel Santana Ribeiro
773,Guia Rápido e Hands-on: Data Lakehouse e Armazenamento Delta Lake,Vídeo,Engenharia de Dados,Intermediário,37,2026-03-27,"Vídeo prático e objetivo apresentando a aplicação de Data Lakehouse e Armazenamento Delta Lake. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Engenharia de Dados.",Eng. Felipe Siqueira Castro
774,Como Obter Alta Performance Utilizando Modelagem e Agregações Analíticas no SQL Lab,Artigo,Business Intelligence,Avançado,29,2024-04-05,"Artigo técnico detalhado que explora Modelagem e Agregações Analíticas no SQL Lab sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Dra. Mariana Vasconcelos
775,Arquitetura & Código Ep. 95: Inovações em Orquestração de Microsserviços com Kubernetes,Podcast,DevOps & Cloud,Básico,29,2024-07-10,"Episódio enriquecedor com debates aprofundados sobre Orquestração de Microsserviços com Kubernetes. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Profa. Larissa Duarte Toledo
776,Guia Definitivo e Boas Práticas sobre Processamento de Linguagem Natural (PLN),Artigo,Inteligência Artificial,Básico,29,2024-09-25,"Artigo técnico detalhado que explora Processamento de Linguagem Natural (PLN) sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Dr. Marcelo Silveira Neves
777,Data Insights Ep. 5: Experiências Reais com Auditoria e Monitoramento de Logs de Acesso,Podcast,Segurança & Governança,Avançado,51,2025-07-19,"Episódio enriquecedor com debates aprofundados sobre Auditoria e Monitoramento de Logs de Acesso. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Eng. Bruno César Pires
778,Curso Completo de Monitoramento com Prometheus e Grafana: Da Teoria à Prática,Curso,DevOps & Cloud,Avançado,2150,2024-08-07,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Monitoramento com Prometheus e Grafana. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Eng. Thiago Pinheiro Borges
779,Arquitetura & Código Ep. 114: Inovações em Modelagem e Agregações Analíticas no SQL Lab,Podcast,Business Intelligence,Básico,85,2025-03-21,"Episódio enriquecedor com debates aprofundados sobre Modelagem e Agregações Analíticas no SQL Lab. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Dr. André Luiz Carvalho
780,Curso Completo de Armazenamento de Documentos com MongoDB: Da Teoria à Prática,Curso,Banco de Dados,Básico,356,2025-08-29,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Armazenamento de Documentos com MongoDB. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Prof. Elmo Batista de Faria
781,Papo de Dados Ep. 24: Desvendando Práticas de DataOps e Qualidade de Dados,Podcast,Engenharia de Dados,Avançado,54,2024-12-23,"Episódio enriquecedor com debates aprofundados sobre Práticas de DataOps e Qualidade de Dados. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Eng. Patrícia Moreira Viana
782,Tech Talk Ep. 105: Melhores Práticas em Pipelines e Transformações com Apache Hop,Podcast,Engenharia de Dados,Intermediário,52,2025-06-04,"Episódio enriquecedor com debates aprofundados sobre Pipelines e Transformações com Apache Hop. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Eng. Vanessa Cristina Ramos
783,Guia Definitivo e Boas Práticas sobre Estratégias de Indexação e Performance de Bancos,Artigo,Banco de Dados,Avançado,23,2025-04-25,"Artigo técnico detalhado que explora Estratégias de Indexação e Performance de Bancos sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Eng. Vanessa Cristina Ramos
784,Especialização em Armazenamento de Documentos com MongoDB com Projetos Práticos,Curso,Banco de Dados,Intermediário,795,2024-02-23,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Armazenamento de Documentos com MongoDB. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Prof. Lucas Fernandes Prado
785,Como Obter Alta Performance Utilizando Estatística Descritiva e Inferencial para Decisão,Artigo,Ciência de Dados,Avançado,10,2024-05-24,"Artigo técnico detalhado que explora Estatística Descritiva e Inferencial para Decisão sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Eng. Thiago Pinheiro Borges
786,Melhores Práticas e Arquitetura de Ambientes Reprodutíveis para Aplicações de Dados,Vídeo,DevOps & Cloud,Básico,23,2026-06-29,"Vídeo prático e objetivo apresentando a aplicação de Ambientes Reprodutíveis para Aplicações de Dados. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Profa. Larissa Duarte Toledo
787,Tech Talk Ep. 109: Melhores Práticas em Embeddings Vetoriais e Representação Semântica,Podcast,Inteligência Artificial,Avançado,70,2026-06-07,"Episódio enriquecedor com debates aprofundados sobre Embeddings Vetoriais e Representação Semântica. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Profa. Beatriz Helena Nogueira
788,"Guia Definitivo e Boas Práticas sobre Métricas de Engajamento, Retenção e Conversão",Artigo,Business Intelligence,Básico,20,2025-12-26,"Artigo técnico detalhado que explora Métricas de Engajamento, Retenção e Conversão sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Prof. Lucas Fernandes Prado
789,Masterclass de Sistemas de Recomendação por Similaridade para Projetos Reais,Curso,Inteligência Artificial,Avançado,1875,2026-05-17,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Sistemas de Recomendação por Similaridade. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Prof. Diego Henrique Barros
790,Como Implementar Técnicas de Anonimização e Pseudonimização Passo a Passo,Vídeo,Segurança & Governança,Intermediário,63,2024-04-17,"Vídeo prático e objetivo apresentando a aplicação de Técnicas de Anonimização e Pseudonimização. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Segurança & Governança.",Prof. Lucas Fernandes Prado
791,Como Obter Alta Performance Utilizando Concorrência e Assincronismo com Asyncio,Artigo,Programação & Software,Básico,23,2025-11-10,"Artigo técnico detalhado que explora Concorrência e Assincronismo com Asyncio sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Dra. Camila Guimarães Rocha
792,Princípios Essenciais e Arquitetura de Orquestração de Microsserviços com Kubernetes,Artigo,DevOps & Cloud,Avançado,28,2025-09-06,"Artigo técnico detalhado que explora Orquestração de Microsserviços com Kubernetes sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Eng. Felipe Siqueira Castro
793,Arquitetura & Código Ep. 112: Inovações em Clusterização e Segmentação de Perfis,Podcast,Ciência de Dados,Básico,35,2025-12-21,"Episódio enriquecedor com debates aprofundados sobre Clusterização e Segmentação de Perfis. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Dra. Camila Guimarães Rocha
794,Formação Prática em Estratégias de Indexação e Performance de Bancos: Fundamentos e Aplicação,Curso,Banco de Dados,Avançado,2545,2026-05-08,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Estratégias de Indexação e Performance de Bancos. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Prof. Elmo Batista de Faria
795,Como Implementar Filtros Interativos e Exploração Granular em BI Passo a Passo,Vídeo,Business Intelligence,Avançado,83,2025-05-26,"Vídeo prático e objetivo apresentando a aplicação de Filtros Interativos e Exploração Granular em BI. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Dr. Marcelo Silveira Neves
796,Guia Rápido e Hands-on: Estruturas de Dados e Algoritmos Eficientes,Vídeo,Programação & Software,Avançado,68,2024-01-06,"Vídeo prático e objetivo apresentando a aplicação de Estruturas de Dados e Algoritmos Eficientes. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Programação & Software.",Dr. André Luiz Carvalho
797,Formação Prática em Storytelling com Dados para Apresentações Executivas: Fundamentos e Aplicação,Curso,Business Intelligence,Intermediário,688,2024-01-11,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Storytelling com Dados para Apresentações Executivas. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Business Intelligence.",Eng. Patrícia Moreira Viana
798,Como Obter Alta Performance Utilizando Machine Learning Supervisionado com Scikit-Learn,Artigo,Ciência de Dados,Básico,21,2026-05-19,"Artigo técnico detalhado que explora Machine Learning Supervisionado com Scikit-Learn sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Prof. Diego Henrique Barros
799,Arquitetura & Código Ep. 98: Inovações em Modelos de Linguagem de Larga Escala (LLMs),Podcast,Inteligência Artificial,Básico,25,2024-05-03,"Episódio enriquecedor com debates aprofundados sobre Modelos de Linguagem de Larga Escala (LLMs). Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Eng. Bruno César Pires
800,Construindo Aplicações Robustas com APIs RESTful de Alta Performance com FastAPI,Curso,Programação & Software,Básico,364,2026-04-18,"Neste curso aprofundado, você aprenderá de forma estruturada sobre APIs RESTful de Alta Performance com FastAPI. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Profa. Larissa Duarte Toledo
801,Estudo Técnico e Decisões de Arquitetura em Estruturas de Dados e Algoritmos Eficientes,Artigo,Programação & Software,Básico,16,2024-05-04,"Artigo técnico detalhado que explora Estruturas de Dados e Algoritmos Eficientes sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Prof. Lucas Fernandes Prado
802,Melhores Práticas e Arquitetura de Consultas e Índices GIN com JSONB no PostgreSQL,Vídeo,Banco de Dados,Avançado,52,2026-01-10,"Vídeo prático e objetivo apresentando a aplicação de Consultas e Índices GIN com JSONB no PostgreSQL. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Dr. Marcelo Silveira Neves
803,Guia Definitivo e Boas Práticas sobre Automação de Servidores Linux e Acesso SSH,Artigo,DevOps & Cloud,Avançado,25,2024-03-26,"Artigo técnico detalhado que explora Automação de Servidores Linux e Acesso SSH sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Dra. Juliana Martins Fontes
804,Tech Talk Ep. 41: Melhores Práticas em Concorrência e Assincronismo com Asyncio,Podcast,Programação & Software,Intermediário,39,2025-11-29,"Episódio enriquecedor com debates aprofundados sobre Concorrência e Assincronismo com Asyncio. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Programação & Software.",Prof. Gabriel Santana Ribeiro
805,Solucionando Desafios do Dia a Dia em Transações ACID e Controle de Concorrência,Vídeo,Banco de Dados,Básico,41,2024-09-06,"Vídeo prático e objetivo apresentando a aplicação de Transações ACID e Controle de Concorrência. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Dra. Mariana Vasconcelos
806,Papo de Dados Ep. 56: Desvendando Orquestração de Microsserviços com Kubernetes,Podcast,DevOps & Cloud,Intermediário,78,2026-02-10,"Episódio enriquecedor com debates aprofundados sobre Orquestração de Microsserviços com Kubernetes. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Eng. Rodrigo Alves Mendonça
807,Solucionando Desafios do Dia a Dia em Estatística Descritiva e Inferencial para Decisão,Vídeo,Ciência de Dados,Avançado,76,2024-07-12,"Vídeo prático e objetivo apresentando a aplicação de Estatística Descritiva e Inferencial para Decisão. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Profa. Carla Antunes Silveira
808,Guia Definitivo e Boas Práticas sobre Gerenciamento de Ambientes e Segredos em Nuvem,Artigo,DevOps & Cloud,Básico,16,2024-08-07,"Artigo técnico detalhado que explora Gerenciamento de Ambientes e Segredos em Nuvem sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Profa. Carla Antunes Silveira
809,Guia Definitivo e Boas Práticas sobre Catálogo de Dados Corporativo e Glossário,Artigo,Segurança & Governança,Avançado,9,2024-01-20,"Artigo técnico detalhado que explora Catálogo de Dados Corporativo e Glossário sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Dr. André Luiz Carvalho
810,Melhores Práticas e Arquitetura de Integração Híbrida PostgreSQL e NoSQL MongoDB,Vídeo,Banco de Dados,Avançado,113,2024-03-22,"Vídeo prático e objetivo apresentando a aplicação de Integração Híbrida PostgreSQL e NoSQL MongoDB. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Dra. Juliana Martins Fontes
811,Construindo Aplicações Robustas com Mensageria e Streaming com Apache Kafka,Curso,Engenharia de Dados,Básico,216,2024-12-11,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Mensageria e Streaming com Apache Kafka. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Profa. Carla Antunes Silveira
812,Estudo Técnico e Decisões de Arquitetura em Embeddings Vetoriais e Representação Semântica,Artigo,Inteligência Artificial,Intermediário,28,2024-09-08,"Artigo técnico detalhado que explora Embeddings Vetoriais e Representação Semântica sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Dr. Marcelo Silveira Neves
813,Data Insights Ep. 17: Experiências Reais com Ambientes Reprodutíveis para Aplicações de Dados,Podcast,DevOps & Cloud,Intermediário,82,2024-01-29,"Episódio enriquecedor com debates aprofundados sobre Ambientes Reprodutíveis para Aplicações de Dados. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Dra. Mariana Vasconcelos
814,Como Obter Alta Performance Utilizando Orquestração de Workflows com Apache Airflow,Artigo,Engenharia de Dados,Avançado,28,2024-07-06,"Artigo técnico detalhado que explora Orquestração de Workflows com Apache Airflow sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Eng. Patrícia Moreira Viana
815,Guia Definitivo e Boas Práticas sobre Análise Exploratória de Dados com Pandas,Artigo,Ciência de Dados,Avançado,10,2025-11-27,"Artigo técnico detalhado que explora Análise Exploratória de Dados com Pandas sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Profa. Larissa Duarte Toledo
816,Análise Comparativa e Padrões Recomendados em Armazenamento de Documentos com MongoDB,Artigo,Banco de Dados,Básico,25,2024-12-30,"Artigo técnico detalhado que explora Armazenamento de Documentos com MongoDB sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Eng. Bruno César Pires
817,Data Insights Ep. 65: Experiências Reais com APIs RESTful de Alta Performance com FastAPI,Podcast,Programação & Software,Básico,73,2025-01-17,"Episódio enriquecedor com debates aprofundados sobre APIs RESTful de Alta Performance com FastAPI. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Programação & Software.",Dra. Camila Guimarães Rocha
818,Arquitetura & Código Ep. 127: Inovações em Estruturas de Dados e Algoritmos Eficientes,Podcast,Programação & Software,Avançado,36,2025-01-10,"Episódio enriquecedor com debates aprofundados sobre Estruturas de Dados e Algoritmos Eficientes. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Programação & Software.",Eng. Bruno César Pires
819,Como Obter Alta Performance Utilizando Monitoramento com Prometheus e Grafana,Artigo,DevOps & Cloud,Avançado,16,2024-08-14,"Artigo técnico detalhado que explora Monitoramento com Prometheus e Grafana sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Profa. Larissa Duarte Toledo
820,Melhores Práticas e Arquitetura de Design de Dashboards e Eliminação de Chartjunk,Vídeo,Business Intelligence,Intermediário,70,2024-01-09,"Vídeo prático e objetivo apresentando a aplicação de Design de Dashboards e Eliminação de Chartjunk. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Profa. Larissa Duarte Toledo
821,Princípios Essenciais e Arquitetura de Integração Híbrida PostgreSQL e NoSQL MongoDB,Artigo,Banco de Dados,Básico,29,2025-10-13,"Artigo técnico detalhado que explora Integração Híbrida PostgreSQL e NoSQL MongoDB sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Prof. Gabriel Santana Ribeiro
822,Curso Completo de Práticas de DataOps e Qualidade de Dados: Da Teoria à Prática,Curso,Engenharia de Dados,Básico,326,2024-11-08,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Práticas de DataOps e Qualidade de Dados. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Prof. Lucas Fernandes Prado
823,Guia Definitivo e Boas Práticas sobre Integração de Conectores com SQLAlchemy e Psycopg3,Artigo,Programação & Software,Avançado,10,2025-01-11,"Artigo técnico detalhado que explora Integração de Conectores com SQLAlchemy e Psycopg3 sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Dra. Mariana Vasconcelos
824,Masterclass de Ambientes Reprodutíveis para Aplicações de Dados para Projetos Reais,Curso,DevOps & Cloud,Avançado,3212,2024-10-15,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Ambientes Reprodutíveis para Aplicações de Dados. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Dra. Juliana Martins Fontes
825,Solucionando Desafios do Dia a Dia em Escalabilidade e Gestão de Custos em Cloud,Vídeo,DevOps & Cloud,Avançado,98,2024-11-20,"Vídeo prático e objetivo apresentando a aplicação de Escalabilidade e Gestão de Custos em Cloud. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Eng. Thiago Pinheiro Borges
826,Melhores Práticas e Arquitetura de Dashboards Estratégicos no Apache Superset,Vídeo,Business Intelligence,Básico,23,2024-02-12,"Vídeo prático e objetivo apresentando a aplicação de Dashboards Estratégicos no Apache Superset. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Profa. Larissa Duarte Toledo
827,Masterclass de Concorrência e Assincronismo com Asyncio para Projetos Reais,Curso,Programação & Software,Intermediário,747,2024-11-13,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Concorrência e Assincronismo com Asyncio. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Dra. Juliana Martins Fontes
